plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration,plate_position
70117_20230118MM1_P1a,430418_430419,D05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D05
70117_20230118MM1_P1a,430418_430419,L05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L05
70117_20230118MM1_P1a,430418_430419,D06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D06
70117_20230118MM1_P1a,430418_430419,L06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L06
70117_20230118MM1_P1a,430418_430419,G013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_G013
70117_20230118MM1_P1a,430418_430419,K014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_K014
70117_20230118MM1_P1a,430418_430419,I015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_I015
70117_20230118MM1_P1a,430418_430419,F016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_F016
70117_20230118MM1_P1a,430418_430419,E017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_E017
70117_20230118MM1_P1a,430418_430419,M018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_M018
70117_20230118MM1_P1a,430418_430419,G019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_G019
70117_20230118MM1_P1a,430418_430419,K020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_K020
70117_20230118MM1_P1a,430418_430419,I021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_I021
70117_20230118MM1_P1a,430418_430419,F022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_F022
70117_20230118MM1_P1a,430418_430419,E023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_E023
70117_20230118MM1_P1a,430418_430419,M024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_M024
70117_20230118MM1_P1a,430418_430419,C01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C01
70117_20230118MM1_P1a,430418_430419,K01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K01
70117_20230118MM1_P1a,430418_430419,C02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C02
70117_20230118MM1_P1a,430418_430419,K02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K02
70117_20230118MM1_P1a,430418_430419,C03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C03
70117_20230118MM1_P1a,430418_430419,K03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K03
70117_20230118MM1_P1a,430418_430419,C04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C04
70117_20230118MM1_P1a,430418_430419,K04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K04
70117_20230118MM1_P1a,430418_430419,C05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C05
70117_20230118MM1_P1a,430418_430419,K05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K05
70117_20230118MM1_P1a,430418_430419,C06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_C06
70117_20230118MM1_P1a,430418_430419,K06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K06
70117_20230118MM1_P1a,430418_430419,E013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_E013
70117_20230118MM1_P1a,430418_430419,I014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_I014
70117_20230118MM1_P1a,430418_430419,K015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K015
70117_20230118MM1_P1a,430418_430419,H016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_H016
70117_20230118MM1_P1a,430418_430419,F017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_F017
70117_20230118MM1_P1a,430418_430419,N018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_N018
70117_20230118MM1_P1a,430418_430419,E019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_E019
70117_20230118MM1_P1a,430418_430419,I020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_I020
70117_20230118MM1_P1a,430418_430419,K021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_K021
70117_20230118MM1_P1a,430418_430419,H022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_H022
70117_20230118MM1_P1a,430418_430419,F023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_F023
70117_20230118MM1_P1a,430418_430419,N024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500.0,µM,500 µM,,,,,430418_430419_N024
70117_20230118MM1_P1a,430418_430419,H07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_H07
70117_20230118MM1_P1a,430418_430419,P07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P07
70117_20230118MM1_P1a,430418_430419,H08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_H08
70117_20230118MM1_P1a,430418_430419,P08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P08
70117_20230118MM1_P1a,430418_430419,H09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_H09
70117_20230118MM1_P1a,430418_430419,P09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P09
70117_20230118MM1_P1a,430418_430419,H010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_H010
70117_20230118MM1_P1a,430418_430419,P010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P010
70117_20230118MM1_P1a,430418_430419,H011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media,,,,,,,,430418_430419_H011
70117_20230118MM1_P1a,430418_430419,P011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P011
70117_20230118MM1_P1a,430418_430419,H012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_H012
70117_20230118MM1_P1a,430418_430419,P012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P012
70117_20230118MM1_P1a,430418_430419,P013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P013
70117_20230118MM1_P1a,430418_430419,D014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_D014
70117_20230118MM1_P1a,430418_430419,B015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_B015
70117_20230118MM1_P1a,430418_430419,M016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_M016
70117_20230118MM1_P1a,430418_430419,I017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_I017
70117_20230118MM1_P1a,430418_430419,A018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_A018
70117_20230118MM1_P1a,430418_430419,P019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_P019
70117_20230118MM1_P1a,430418_430419,D020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_D020
70117_20230118MM1_P1a,430418_430419,B021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_B021
70117_20230118MM1_P1a,430418_430419,M022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_M022
70117_20230118MM1_P1a,430418_430419,I023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_I023
70117_20230118MM1_P1a,430418_430419,A024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,,430418_430419_A024
