plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration,plate_position
70117_20230118MM1_P1a,430418_430419,O09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O09
70117_20230118MM1_P1a,430418_430419,G010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G010
70117_20230118MM1_P1a,430418_430419,O010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O010
70117_20230118MM1_P1a,430418_430419,G011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G011
70117_20230118MM1_P1a,430418_430419,O011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O011
70117_20230118MM1_P1a,430418_430419,G012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G012
70117_20230118MM1_P1a,430418_430419,O012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O012
70117_20230118MM1_P1a,430418_430419,N013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_N013
70117_20230118MM1_P1a,430418_430419,B014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_B014
70117_20230118MM1_P1a,430418_430419,D015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_D015
70117_20230118MM1_P1a,430418_430419,O016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O016
70117_20230118MM1_P1a,430418_430419,J017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_J017
70117_20230118MM1_P1a,430418_430419,B018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_B018
70117_20230118MM1_P1a,430418_430419,N019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_N019
70117_20230118MM1_P1a,430418_430419,B020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_B020
70117_20230118MM1_P1a,430418_430419,D021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_D021
70117_20230118MM1_P1a,430418_430419,O022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O022
70117_20230118MM1_P1a,430418_430419,J023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_J023
70117_20230118MM1_P1a,430418_430419,B024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_B024
70117_20230118MM1_P1a,430418_430419,F01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F01
70117_20230118MM1_P1a,430418_430419,N01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N01
70117_20230118MM1_P1a,430418_430419,F02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F02
70117_20230118MM1_P1a,430418_430419,N02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N02
70117_20230118MM1_P1a,430418_430419,F03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F03
70117_20230118MM1_P1a,430418_430419,N03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N03
70117_20230118MM1_P1a,430418_430419,F04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F04
70117_20230118MM1_P1a,430418_430419,N04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N04
70117_20230118MM1_P1a,430418_430419,F05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F05
70117_20230118MM1_P1a,430418_430419,N05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N05
70117_20230118MM1_P1a,430418_430419,F06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_F06
70117_20230118MM1_P1a,430418_430419,N06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_N06
70117_20230118MM1_P1a,430418_430419,K013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_K013
70117_20230118MM1_P1a,430418_430419,O014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_O014
70117_20230118MM1_P1a,430418_430419,E015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_E015
70117_20230118MM1_P1a,430418_430419,B016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_B016
70117_20230118MM1_P1a,430418_430419,C017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_C017
70117_20230118MM1_P1a,430418_430419,K018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_K018
70117_20230118MM1_P1a,430418_430419,K019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_K019
70117_20230118MM1_P1a,430418_430419,O020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_O020
70117_20230118MM1_P1a,430418_430419,E021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_E021
70117_20230118MM1_P1a,430418_430419,B022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_B022
70117_20230118MM1_P1a,430418_430419,C023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_C023
70117_20230118MM1_P1a,430418_430419,K024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,0.1,mM,0.1 mM,,,,,430418_430419_K024
70117_20230118MM1_P1a,430418_430419,H01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H01
70117_20230118MM1_P1a,430418_430419,P01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P01
70117_20230118MM1_P1a,430418_430419,H02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H02
70117_20230118MM1_P1a,430418_430419,P02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P02
70117_20230118MM1_P1a,430418_430419,H03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H03
70117_20230118MM1_P1a,430418_430419,P03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P03
70117_20230118MM1_P1a,430418_430419,H04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H04
70117_20230118MM1_P1a,430418_430419,P04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P04
70117_20230118MM1_P1a,430418_430419,H05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H05
70117_20230118MM1_P1a,430418_430419,P05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P05
70117_20230118MM1_P1a,430418_430419,H06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_H06
70117_20230118MM1_P1a,430418_430419,P06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_P06
70117_20230118MM1_P1a,430418_430419,O013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_O013
70117_20230118MM1_P1a,430418_430419,C014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_C014
70117_20230118MM1_P1a,430418_430419,A015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_A015
70117_20230118MM1_P1a,430418_430419,N016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_N016
70117_20230118MM1_P1a,430418_430419,A017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_A017
70117_20230118MM1_P1a,430418_430419,I018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_I018
70117_20230118MM1_P1a,430418_430419,O019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_O019
70117_20230118MM1_P1a,430418_430419,C020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_C020
70117_20230118MM1_P1a,430418_430419,A021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_A021
70117_20230118MM1_P1a,430418_430419,N022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_N022
70117_20230118MM1_P1a,430418_430419,A023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_A023
70117_20230118MM1_P1a,430418_430419,I024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,0.1,µg/ml,0.1 µg/ml,,,,,430418_430419_I024
70117_20230118MM1_P1a,430418_430419,B07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B07
70117_20230118MM1_P1a,430418_430419,J07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J07
70117_20230118MM1_P1a,430418_430419,B08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B08
70117_20230118MM1_P1a,430418_430419,J08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J08
70117_20230118MM1_P1a,430418_430419,B09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B09
70117_20230118MM1_P1a,430418_430419,J09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J09
70117_20230118MM1_P1a,430418_430419,B010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B010
70117_20230118MM1_P1a,430418_430419,J010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J010
70117_20230118MM1_P1a,430418_430419,B011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B011
70117_20230118MM1_P1a,430418_430419,J011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J011
70117_20230118MM1_P1a,430418_430419,B012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_B012
70117_20230118MM1_P1a,430418_430419,J012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_J012
70117_20230118MM1_P1a,430418_430419,D013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_D013
70117_20230118MM1_P1a,430418_430419,H014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_H014
70117_20230118MM1_P1a,430418_430419,N015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_N015
70117_20230118MM1_P1a,430418_430419,I016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_I016
70117_20230118MM1_P1a,430418_430419,O017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_O017
70117_20230118MM1_P1a,430418_430419,G018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_G018
70117_20230118MM1_P1a,430418_430419,D019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_D019
70117_20230118MM1_P1a,430418_430419,H020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_H020
70117_20230118MM1_P1a,430418_430419,N021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_N021
70117_20230118MM1_P1a,430418_430419,I022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_I022
70117_20230118MM1_P1a,430418_430419,O023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_O023
70117_20230118MM1_P1a,430418_430419,G024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,0.1,µM,0.1 µM,,,,,430418_430419_G024
70117_20230118MM1_P1a,430418_430419,E01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E01
70117_20230118MM1_P1a,430418_430419,M01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M01
70117_20230118MM1_P1a,430418_430419,E02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E02
70117_20230118MM1_P1a,430418_430419,M02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M02
70117_20230118MM1_P1a,430418_430419,E03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E03
70117_20230118MM1_P1a,430418_430419,M03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M03
70117_20230118MM1_P1a,430418_430419,E04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E04
70117_20230118MM1_P1a,430418_430419,M04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M04
70117_20230118MM1_P1a,430418_430419,E05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E05
70117_20230118MM1_P1a,430418_430419,M05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M05
70117_20230118MM1_P1a,430418_430419,E06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_E06
70117_20230118MM1_P1a,430418_430419,M06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M06
70117_20230118MM1_P1a,430418_430419,I013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_I013
70117_20230118MM1_P1a,430418_430419,M014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M014
70117_20230118MM1_P1a,430418_430419,G015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_G015
70117_20230118MM1_P1a,430418_430419,D016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_D016
70117_20230118MM1_P1a,430418_430419,D017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_D017
70117_20230118MM1_P1a,430418_430419,L018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_L018
70117_20230118MM1_P1a,430418_430419,I019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_I019
70117_20230118MM1_P1a,430418_430419,M020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_M020
70117_20230118MM1_P1a,430418_430419,G021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_G021
70117_20230118MM1_P1a,430418_430419,D022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_D022
70117_20230118MM1_P1a,430418_430419,D023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_D023
70117_20230118MM1_P1a,430418_430419,L024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,ATP,1.0,mM,1 mM,,,,,430418_430419_L024
70117_20230118MM1_P1a,430418_430419,F07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F07
70117_20230118MM1_P1a,430418_430419,N07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N07
70117_20230118MM1_P1a,430418_430419,F08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F08
70117_20230118MM1_P1a,430418_430419,N08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N08
70117_20230118MM1_P1a,430418_430419,F09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F09
70117_20230118MM1_P1a,430418_430419,N09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N09
70117_20230118MM1_P1a,430418_430419,F010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F010
70117_20230118MM1_P1a,430418_430419,N010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N010
70117_20230118MM1_P1a,430418_430419,F011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F011
70117_20230118MM1_P1a,430418_430419,N011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N011
70117_20230118MM1_P1a,430418_430419,F012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F012
70117_20230118MM1_P1a,430418_430419,N012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_N012
70117_20230118MM1_P1a,430418_430419,L013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_L013
70117_20230118MM1_P1a,430418_430419,P014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_P014
70117_20230118MM1_P1a,430418_430419,F015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F015
70117_20230118MM1_P1a,430418_430419,A016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_A016
70117_20230118MM1_P1a,430418_430419,K017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_K017
70117_20230118MM1_P1a,430418_430419,C018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_C018
70117_20230118MM1_P1a,430418_430419,L019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_L019
70117_20230118MM1_P1a,430418_430419,P020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_P020
70117_20230118MM1_P1a,430418_430419,F021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_F021
70117_20230118MM1_P1a,430418_430419,A022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_A022
70117_20230118MM1_P1a,430418_430419,K023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_K023
70117_20230118MM1_P1a,430418_430419,C024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,1.0,µM,1 µM,430418_430419_C024
70117_20230118MM1_P1a,430418_430419,E07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E07
70117_20230118MM1_P1a,430418_430419,M07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M07
70117_20230118MM1_P1a,430418_430419,E08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E08
70117_20230118MM1_P1a,430418_430419,M08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M08
70117_20230118MM1_P1a,430418_430419,E09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E09
70117_20230118MM1_P1a,430418_430419,M09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M09
70117_20230118MM1_P1a,430418_430419,E010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E010
70117_20230118MM1_P1a,430418_430419,M010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M010
70117_20230118MM1_P1a,430418_430419,E011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E011
70117_20230118MM1_P1a,430418_430419,M011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M011
70117_20230118MM1_P1a,430418_430419,E012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_E012
70117_20230118MM1_P1a,430418_430419,M012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_M012
70117_20230118MM1_P1a,430418_430419,J013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_J013
70117_20230118MM1_P1a,430418_430419,N014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_N014
70117_20230118MM1_P1a,430418_430419,H015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_H015
70117_20230118MM1_P1a,430418_430419,C016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_C016
