oneb_Metadata_Treatment_Dose_Inhibitor_Dose,DMSO_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,Disulfiram_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,Flagellin_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.0,H2O2_100.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.0,H2O2_100.000_Z-VAD-FMK_100.0,LPS_0.010_DMSO_0.025,LPS_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.1,LPS_10.000_Disulfiram_1.0,LPS_10.000_Disulfiram_2.5,LPS_10.000_Z-VAD-FMK_100.0,LPS_100.000_DMSO_0.025,LPS_Nigericin_1.000_1.0_DMSO_0.025,LPS_Nigericin_1.000_10.0_DMSO_0.025,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,LPS_Nigericin_1.000_3.0_DMSO_0.025,LPS_Nigericin_100.000_1.0_DMSO_0.025,LPS_Nigericin_100.000_10.0_DMSO_0.025,LPS_Nigericin_100.000_3.0_DMSO_0.025,Thapsigargin_1.000_DMSO_0.025,Thapsigargin_10.000_DMSO_0.025,Topotecan_10.000_DMSO_0.025,Topotecan_20.000_DMSO_0.025,Topotecan_5.000_DMSO_0.025,media ctr_0_Media ctr_0.0
LPS_10.000_Z-VAD-FMK_100.0,0.24389193963583214,0.31844721836058504,0.7766778599347793,0.5144368797533017,-0.0810707071185358,-0.5363848888170125,-0.374942159019862,0.10168235481892049,0.058675461481483886,-0.41331579351989334,0.28181648901594486,-0.5357395316547173,0.7363102657617004,0.34204329745867124,0.1658310002803887,-0.026619747773225032,-0.22859657188899812,-0.2504386143434549,-0.5161724159798117,-0.5280182291280582,1.0,-0.3832463460496903,-0.18415144164564734,-0.32173361724079197,-0.5050143826607231,0.6141962435260668,-0.4649492897543038,-0.38453880481472574,-0.5963582035517081,-0.27953598285463077,0.4974745713110896,0.4659090555674175,-0.046904109867211184,-0.010157069405069276,-0.06511612488475695,0.22508592551253964
LPS_100.000_DMSO_0.025,-0.17925761284801509,-0.28229667414136295,-0.46584850500275654,-0.31822464006695744,-0.07811167887190054,0.1034655347190912,0.1387766040335348,0.009294436493460708,0.07429398308654148,0.007035635526218868,-0.46469255319916764,0.1851385161414313,-0.615490113125558,-0.32577992192323535,-0.1521307204532123,0.17573231468603023,0.33015445486860023,0.3326253242537851,0.02433245674138008,0.13737652125225527,-0.3832463460496903,1.0,0.23196910533306223,0.3457082506721035,0.11490118943250861,-0.32931958778550047,0.3820367651204129,0.5196626551428605,0.5514663598134303,0.4655200629217679,-0.3858478645920518,-0.2178373095490892,0.17264214339788872,0.06104549767623973,0.21984471512190032,-0.1795432180023952
LPS_Nigericin_1.000_1.0_DMSO_0.025,-0.3763893115990813,-0.3589063840621203,-0.36347563859570886,-0.4531053064257636,-0.11247934236608681,-0.021456631519729822,0.034957507540462666,-0.1771737136546019,-0.4069799342762704,-0.05370793592910837,-0.24607695456753562,0.07528838819612357,-0.2323991692829689,-0.42972031959774304,-0.36825725695916695,-0.10051786772030015,-0.08973200712961693,-0.059699128165366544,-0.12819144320825668,-0.09965565616340948,-0.18415144164564734,0.23196910533306223,1.0,0.5547646765981944,0.13875085909458126,0.113276883390051,0.38669435609752323,0.6959491545857678,0.5802404971047138,0.8128389253085782,-0.38793321426361915,-0.23706205762053037,-0.22570495431671983,-0.16262576836722792,-0.22465266613438836,-0.40439724043875763
LPS_Nigericin_1.000_10.0_DMSO_0.025,-0.4144086190312124,-0.6252822531241649,-0.5128799056200878,-0.5579530664332677,-0.3671898876860601,-0.2608030034015534,-0.25375099099185405,-0.22265558176923186,-0.3261566927948218,-0.19989403954793125,-0.2566333335761948,0.39018841326888387,-0.3590181888523184,-0.4403211225293299,-0.5077705331876383,-0.3878908146968009,-0.2779829234538534,-0.004903601818096151,-0.26512437261321625,-0.12271528478866527,-0.32173361724079197,0.3457082506721035,0.5547646765981944,1.0,0.4980703771338929,0.2632189103299151,0.8633722575682098,0.46932692782482294,0.7252944160469638,0.6061951658935961,-0.21182261592749116,-0.13551213878518875,-0.353377584347194,-0.4578187095872582,-0.24675241806820222,-0.4427485935317495
LPS_Nigericin_1.000_10.0_Disulfiram_1.0,-0.3635348757769655,-0.37982992803587085,-0.4302125396689422,-0.41284502543619195,-0.509373570642975,0.0030807563820213816,-0.2181691928631991,-0.06648832706952847,-0.17867349309010785,0.23136154410160295,-0.09679366277523893,0.5215693895762861,-0.3956967734585365,-0.34068311782653415,-0.3777239732792779,-0.4054820476800936,-0.2969518898034214,-0.2054030410429191,0.12202406749978645,0.1085424404556616,-0.5050143826607231,0.11490118943250861,0.13875085909458126,0.4980703771338929,1.0,-0.01910380886757527,0.5646226044273428,0.1687260237054693,0.5281638591136846,0.20717931464202413,-0.1586599354536796,-0.1460488814949863,-0.40880650264039864,-0.4493489756705228,-0.33331019382550126,-0.3329529657837086
LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,-0.09480129893539943,-0.16942340730947336,0.4474483939036503,0.14696386124245986,-0.4103409080208597,-0.80200941796366,-0.6698386460889505,0.05174632709919831,-0.07485071618239363,-0.41377392840614585,0.2007069418584005,-0.32195740891110697,0.571917098631792,0.15760892099309706,-0.27176958165506443,-0.37090577350437715,-0.5505243578444939,-0.3040463532744425,-0.7097829718539914,-0.5581126386661142,0.6141962435260668,-0.32931958778550047,0.113276883390051,0.2632189103299151,-0.01910380886757527,1.0,0.0364102052381975,-0.10441841690069927,-0.22485482747850713,-0.03633281672595436,0.5331846498777343,0.49511468757525307,-0.4031323947004078,-0.4025882115063052,-0.31384084177575117,-0.10432804593827624
LPS_Nigericin_1.000_3.0_DMSO_0.025,-0.4094147872725099,-0.5925317659271181,-0.6185197871869541,-0.609758075848859,-0.32112904630005634,-0.1345979147489024,-0.18839178167456858,-0.26141514559208096,-0.2854671546997011,-0.15293197983888465,-0.2209957447067101,0.5394999971908733,-0.4760767844100996,-0.4150377882125642,-0.4231762886731504,-0.3529608780675357,-0.20784136527554622,0.1009764879753475,-0.12026733743633942,-0.02961427128593807,-0.4649492897543038,0.3820367651204129,0.38669435609752323,0.8633722575682098,0.5646226044273428,0.0364102052381975,1.0,0.3636556859603313,0.7666037099240903,0.5480785553061144,-0.24071746352043702,-0.19879948109997536,-0.2721695757867337,-0.4497194267576973,-0.22316124383516117,-0.4156575336995781
LPS_Nigericin_100.000_1.0_DMSO_0.025,-0.5747798569908551,-0.4941953548358334,-0.5616848727581066,-0.5510442803452433,-0.06124502280648629,0.17423147549835866,0.13673193517379054,-0.02862640122478661,-0.31580660182764625,0.3482003234821056,-0.4366504721689923,0.21513835580164795,-0.36881940860259593,-0.44556442650322353,-0.471999164216023,0.03526071798138548,0.1032484011723672,0.1083774385984433,0.07630267882370315,0.2895546345344489,-0.38453880481472574,0.5196626551428605,0.6959491545857678,0.46932692782482294,0.1687260237054693,-0.10441841690069927,0.3636556859603313,1.0,0.6395394371489022,0.7094070567290539,-0.44157241645676576,-0.2298616787663051,-0.207514814669513,-0.17240019106932325,-0.1859619561560991,-0.554625490942187
LPS_Nigericin_100.000_10.0_DMSO_0.025,-0.4818611674520809,-0.5039493039602174,-0.725674796023089,-0.6490595953190218,-0.23113636619486264,0.1514681605561798,0.0019219453841664246,-0.2274308493549819,-0.3672900668661832,0.094151099771004,-0.2776558352657239,0.5722364417922103,-0.5842705115885539,-0.5372994174546118,-0.4395328166695536,-0.22748854952443812,-0.03706976006139814,0.03483279555027852,0.0741124329190371,0.15380306878325317,-0.5963582035517081,0.5514663598134303,0.5802404971047138,0.7252944160469638,0.5281638591136846,-0.22485482747850713,0.7666037099240903,0.6395394371489022,1.0,0.7293709378896207,-0.512868205227789,-0.41361099654351036,-0.18324220223887247,-0.2627682491439257,-0.19887961088093056,-0.4873868307557572
LPS_Nigericin_100.000_3.0_DMSO_0.025,-0.39679476367932215,-0.48802498969590163,-0.5319040505006533,-0.5899612028343565,-0.1292323691720413,0.037262873550560856,0.05317425691857992,-0.3026065799922962,-0.43546986502279006,-0.05821663036713151,-0.3347497010777939,0.19922924100118583,-0.39089716255092294,-0.5477069096812491,-0.37001246534930915,-0.13699936289706557,-0.0416112225324779,0.06751590625697179,-0.012543968510392332,-0.026434211339145603,-0.27953598285463077,0.4655200629217679,0.8128389253085782,0.6061951658935961,0.20717931464202413,-0.03633281672595436,0.5480785553061144,0.7094070567290539,0.7293709378896207,1.0,-0.4216558507740893,-0.23902903434496575,-0.23857544829045094,-0.18508268697588767,-0.23691971759135375,-0.4249800814278911
Thapsigargin_1.000_DMSO_0.025,-0.01979943150658525,0.09272247418548683,0.46561617281285456,0.2138156406446499,-0.26458181020190175,-0.6167071883106782,-0.5402806732851912,0.12556105891365255,0.053979469177238226,-0.2291485355194459,0.3921885697941164,-0.27096176112536435,0.5585523364251144,0.1525082369370992,-0.17014519230796687,-0.2770612794909205,-0.36350519286559657,-0.11664828240855066,-0.4389073940020599,-0.2922846964322278,0.4974745713110896,-0.3858478645920518,-0.38793321426361915,-0.21182261592749116,-0.1586599354536796,0.5331846498777343,-0.24071746352043702,-0.44157241645676576,-0.512868205227789,-0.4216558507740893,1.0,0.878016651246293,-0.32576715436771503,-0.3284252200284791,-0.31347786683024526,0.018296681166218142
